,topic,tweet,tweet_punct_removed
693,soda,"Tem muito pouca crítica ao Bozo na entrevista do Ciro. Quase nada. Tem um monte de Lula isso e aquilo... E sobrou até pro FHC!

Na boa: tá soda!","Tem muito pouca crítica ao Bozo na entrevista do Ciro Quase nada Tem um monte de Lula isso e aquilo E sobrou até pro FHC

Na boa tá soda"
704,soda,"I haven't had real caffeine (outside soda) in 11 days. Since that night I vomited Rockstar. Just had some sort of caffeine and I feel balance...

Also, the Rockstar didn't make me chuck. It was bad pumpkin bread 🤮","I havent had real caffeine outside soda in  days Since that night I vomited Rockstar Just had some sort of caffeine and I feel balance

Also the Rockstar didnt make me chuck It was bad pumpkin bread 🤮"
717,soda,"Just had my first soda in 3 months, very interesting t.co/rET8Mrxqhk",Just had my first soda in  months very interesting tcorETMrxqhk
726,soda,Ahorita es buen momento para escuchar Soda Stereo ✨💫,Ahorita es buen momento para escuchar Soda Stereo ✨💫
730,soda,I'm writing those fuckin' carpenter's kits up! And soda bottle we accept that challenge. t.co/CYMhDofftj,Im writing those fuckin carpenters kits up And soda bottle we accept that challenge tcoCYMhDofftj
731,soda,"Casa Azul lanza Tequila Soda, un coctel enlatado - t.co/joHSKY5ebV",Casa Azul lanza Tequila Soda un coctel enlatado  tcojoHSKYebV
742,soda,Stop drinking soda &amp; see what happens 😊 Thank me Later,Stop drinking soda amp see what happens 😊 Thank me Later
753,soda,@Full_of_Soda this is so ugly,FullofSoda this is so ugly
765,soda,"@Killer_Draco YOU COULD SIDE WITH THE COMPANY!?
AND ALL YOU GET OUT OF DESTROYING A TOWN IS SODA!?","KillerDraco YOU COULD SIDE WITH THE COMPANY
AND ALL YOU GET OUT OF DESTROYING A TOWN IS SODA"
766,soda,"@IamKerriAnne @WhismanSucks After I saw the label, I realized that I’ve had it before. I think I liked it. I like a citrus soda.",IamKerriAnne WhismanSucks After I saw the label I realized that I’ve had it before I think I liked it I like a citrus soda
771,soda,@meDicen_Soda t.co/4arIrOFcG2,meDicenSoda tcoarIrOFcG
774,soda,@bin_undercut jakdkdlflfk yo recién ahora estoy empezando con la vida adulta así q me lo tomo con soda,binundercut jakdkdlflfk yo recién ahora estoy empezando con la vida adulta así q me lo tomo con soda
776,soda,Correct. My kids make fun of me if I buy name brand soda.,Correct My kids make fun of me if I buy name brand soda
780,soda,"It's kind of amazing that the generic cola in the soda aisle is sold completely out, the brand name cola is not moving at all, and yet some Coca-Cola executive somewhere is still like ""$9 a twelve-pack, it will catch on, just wait"". Does no one get fired at these places",Its kind of amazing that the generic cola in the soda aisle is sold completely out the brand name cola is not moving at all and yet some CocaCola executive somewhere is still like  a twelvepack it will catch on just wait Does no one get fired at these places
788,soda,"@_mrn_soda_ 「ウワサのサンド求む引用ツイートキャンペーン」へのご応募ありがとうございます✨

抽選結果は動画の最後に発表📣
「ウワサの６個セット」が当たるチャンス❗

期間中毎日応募できます‼

▼詳細
t.co/Pl790txGBM t.co/NLai3kc8Na","mrnsoda 「ウワサのサンド求む引用ツイートキャンペーン」へのご応募ありがとうございます✨

抽選結果は動画の最後に発表📣
「ウワサの６個セット」が当たるチャンス❗

期間中毎日応募できます‼

▼詳細
tcoPltxGBM tcoNLaikcNa"
791,soda,@lorieliebig Soda is GOOD,lorieliebig Soda is GOOD
802,soda,Deciding not to drink soda is one of the best decisions I made in my life,Deciding not to drink soda is one of the best decisions I made in my life
810,soda,@eatinglasvegas How have I never heard of this place? Do they carry Yogurt Soda? Because then I'd have another place not to buy it. 😉 t.co/jg4pemzNhI,eatinglasvegas How have I never heard of this place Do they carry Yogurt Soda Because then Id have another place not to buy it 😉 tcojgpemzNhI
813,soda,I FORGOT WE WERE IN DISNEY SPRINGS . I ORDERED A SODA FOEGETTING HOW MUCH THEY CHARGE HELP,I FORGOT WE WERE IN DISNEY SPRINGS  I ORDERED A SODA FOEGETTING HOW MUCH THEY CHARGE HELP
816,soda,"🎶 Might as well go for a soda 🎶 and ribs, sweet corn, beavertails and much more. Join us at Aurora’s Ribfest and enjoy the live show with @kimmitchellband at 9 p.m. See you there.  t.co/2pMztkLCqP t.co/Kp8yFGeDK1",🎶 Might as well go for a soda 🎶 and ribs sweet corn beavertails and much more Join us at Aurora’s Ribfest and enjoy the live show with kimmitchellband at  pm See you there  tcopMztkLCqP tcoKpyFGeDK
828,soda,"@agustingennoni el álbum negro de Metallica (le abrió la puerta a otros discos de metal que nunca hubiese escuchado), Dirt de Alice in Chains (me llevó a todo el grunge), Cuentos Decapitados de Catupecu, Dynammo de Soda y Parte de un Mal Sueño de Peces Raros (música electrónica)",agustingennoni el álbum negro de Metallica le abrió la puerta a otros discos de metal que nunca hubiese escuchado Dirt de Alice in Chains me llevó a todo el grunge Cuentos Decapitados de Catupecu Dynammo de Soda y Parte de un Mal Sueño de Peces Raros música electrónica
836,soda,"@el_luiis_12 Este debe ser de los mismos que hablaba de la estación de torturas en Baquedano, la Soda Cáustica en el guanaco, las violaciones en la comisarías y toda esa sarta de mentiras que se les ocurre para defender sus fracasadas ideas.",elluiis Este debe ser de los mismos que hablaba de la estación de torturas en Baquedano la Soda Cáustica en el guanaco las violaciones en la comisarías y toda esa sarta de mentiras que se les ocurre para defender sus fracasadas ideas
846,soda,i put soda on the 🧱s ion be punching 🤷‍♂️,i put soda on the 🧱s ion be punching 🤷‍♂️
847,soda,"COMO CHARLY GARCIA VA A CREAR SODA STEREO DIOS PEGATE UN TIRO

#ElUltimoPasajero","COMO CHARLY GARCIA VA A CREAR SODA STEREO DIOS PEGATE UN TIRO

ElUltimoPasajero"
857,soda,-rek apa bedanya susu soda dan soda gembira,rek apa bedanya susu soda dan soda gembira
858,soda,"We were well hydrated back in the day, but it came in the form of koolaid, tang, apple juice, squeeze-its, capri sun, hi-c, soda, the garden hose etc.

Remove the added colors, sugar, and deteriorating plastic and it’s all just water.","We were well hydrated back in the day but it came in the form of koolaid tang apple juice squeezeits capri sun hic soda the garden hose etc

Remove the added colors sugar and deteriorating plastic and it’s all just water"
866,soda,@marianocaba 😵‍💫 soda cáustica,marianocaba 😵‍💫 soda cáustica
878,soda,...you mean your club soda #Blocked,you mean your club soda Blocked
882,soda,@redcream_soda 6人で食べたけど完食できなかったです😃,redcreamsoda 人で食べたけど完食できなかったです😃
887,soda,@dbrodish63 Im in california we're soda people,dbrodish Im in california were soda people
891,soda,"Price of just one salad and soda: $21. 

Hourly wage: $17.05. 

We are 1,000 airport food service workers, and we are ready to strike for fair wages.

#AirportStrikeAlert #sfo #1u t.co/INntL3iBPX","Price of just one salad and soda  

Hourly wage  

We are  airport food service workers and we are ready to strike for fair wages

AirportStrikeAlert sfo u tcoINntLiBPX"
892,soda,That soda-fizzing spell was a bit too stroOURHP-ng t.co/wHlvOGCVzm,That sodafizzing spell was a bit too stroOURHPng tcowHlvOGCVzm
912,soda,@rellortnocon i will make these for me and mystery bf and i don't like it i can always give him mine and make more peach soda,rellortnocon i will make these for me and mystery bf and i dont like it i can always give him mine and make more peach soda
917,soda,"11yo just remixed a dad joke I told her last week and made it new.

Original: What do you call a fish with a bowtie? Sofishticated.

Remix: What did the glass of water say to the can of soda? You are sofizzticated.","yo just remixed a dad joke I told her last week and made it new

Original What do you call a fish with a bowtie Sofishticated

Remix What did the glass of water say to the can of soda You are sofizzticated"
919,soda,"【クーポン使用で1,429円☆期間限定！ソルティレモン残りわずか！ 】炭酸水 500ml 24本 送料無料 強炭酸 炭酸 無糖 ZAO SODA プレーン レモン ピンクグレープフルーツ 割り材 箱買い ライフドリンクカンパニー LIFEDRINK 熱中症対策 塩分 塩分補給 [楽天] t.co/QMliy9wYVr #RakutenIchiba t.co/jBNHGrco17",【クーポン使用で円☆期間限定！ソルティレモン残りわずか！ 】炭酸水 ml 本 送料無料 強炭酸 炭酸 無糖 ZAO SODA プレーン レモン ピンクグレープフルーツ 割り材 箱買い ライフドリンクカンパニー LIFEDRINK 熱中症対策 塩分 塩分補給 楽天 tcoQMliywYVr RakutenIchiba tcojBNHGrco
923,soda,@IsiahaSaid It’s def soda/carbonated though,IsiahaSaid It’s def sodacarbonated though
936,soda,"@fargosi Que desesperado estás tómalo con soda ,no quiero que te dé un bobazo ,con que me.voy a divertir!!!!!😱😱😱",fargosi Que desesperado estás tómalo con soda no quiero que te dé un bobazo con que mevoy a divertir😱😱😱
937,soda,@ayano_soda 質問投稿されてからものの1時間で解決してるの最高ww男子寮はドマイナーじゃないよ！😂,ayanosoda 質問投稿されてからものの時間で解決してるの最高ww男子寮はドマイナーじゃないよ！😂
938,soda,"@TamePunk Correct take also Pork Soda, great album.",TamePunk Correct take also Pork Soda great album
940,soda,"3 Khasiat Baking Soda untuk Kesehatan, Kamu Perlu Tahu t.co/Mqa1WxYCo7", Khasiat Baking Soda untuk Kesehatan Kamu Perlu Tahu tcoMqaWxYCo
946,soda,this is my petition for music venues to sell the bud light hard soda seltzers thank you,this is my petition for music venues to sell the bud light hard soda seltzers thank you
951,soda,I started drinking ice cold sparkling water when I crave soda and it’s actually working! I still drink soda occasionally but I was hella addicted. It’s a win win too because I usually hate water 😅,I started drinking ice cold sparkling water when I crave soda and it’s actually working I still drink soda occasionally but I was hella addicted It’s a win win too because I usually hate water 😅
957,soda,"@LetItMelo do people like this watch cartoons and marvel at the crushed soda can inbetweens and be like 'damn, this animation sucks' i STG",LetItMelo do people like this watch cartoons and marvel at the crushed soda can inbetweens and be like damn this animation sucks i STG
958,soda,"@rc_with_soda 
ご応募ありがとうございます♪9/7まで使える「対象のカップ飲料いずれか1本の20円引券」です→猿田彦珈琲 カフェラテ砂糖不使用/ウチカフェカフェオレ/カフェオレ砂糖不使用/ブラック無糖/エスプレッソ
クーポンの使い方:t.co/oN5urt2tmo #ローソン t.co/0FZRaLqp1R","rcwithsoda 
ご応募ありがとうございます♪まで使える「対象のカップ飲料いずれか本の円引券」です→猿田彦珈琲 カフェラテ砂糖不使用ウチカフェカフェオレカフェオレ砂糖不使用ブラック無糖エスプレッソ
クーポンの使い方tcooNurttmo ローソン tcoFZRaLqpR"
962,soda,"31 años de ‘Té Para Tres’, la gran canción de Soda Stereo en la voz de Gustavo Cerati, como parte de su clásico disco ‘Canción Animal’: t.co/DpRmYICPOj t.co/xRek7ICaAE", años de ‘Té Para Tres’ la gran canción de Soda Stereo en la voz de Gustavo Cerati como parte de su clásico disco ‘Canción Animal’ tcoDpRmYICPOj tcoxRekICaAE
963,soda,"@marieeeme_soda Dm ?
Dit oui ma teudalé akk bonne nouvelle sakh 🥺❤️🧑🏾‍🦯","marieeemesoda Dm 
Dit oui ma teudalé akk bonne nouvelle sakh 🥺❤️🧑🏾‍🦯"
966,soda,"@apple_soda_half 
ご応募ありがとうございます♪9/7まで使える「対象のカップ飲料いずれか1本の20円引券」です→猿田彦珈琲 カフェラテ砂糖不使用/ウチカフェカフェオレ/カフェオレ砂糖不使用/ブラック無糖/エスプレッソ
クーポンの使い方:t.co/92AB0VyUtj #ローソン t.co/uDHRHxVAcr","applesodahalf 
ご応募ありがとうございます♪まで使える「対象のカップ飲料いずれか本の円引券」です→猿田彦珈琲 カフェラテ砂糖不使用ウチカフェカフェオレカフェオレ砂糖不使用ブラック無糖エスプレッソ
クーポンの使い方tcoABVyUtj ローソン tcouDHRHxVAcr"
968,soda,"@LockheedSkonk I'm gonna get crucified but when I first had a Big Red I was expecting almost anything but a cream soda. Growing up, family functions always had bargain bin soda and I'd get stuck drinking the flavors no one else wanted so it tasted like sadness t.co/YtfbG4DMqr",LockheedSkonk Im gonna get crucified but when I first had a Big Red I was expecting almost anything but a cream soda Growing up family functions always had bargain bin soda and Id get stuck drinking the flavors no one else wanted so it tasted like sadness tcoYtfbGDMqr
977,soda,@suzannesamin can drink a normal sugar soda so i agev her one! NO! You can literally harm people!! Uncheck your fatphobia and realize people have diets not for aesthetic reasons! And even if! It's their decision!,suzannesamin can drink a normal sugar soda so i agev her one NO You can literally harm people Uncheck your fatphobia and realize people have diets not for aesthetic reasons And even if Its their decision
980,soda,@JuniorJoop @marieeeme_soda Bayil bama nek mak après naleu diokh feu vert,JuniorJoop marieeemesoda Bayil bama nek mak après naleu diokh feu vert
