,topic,tweet,tweets_cleaned
7772,obesity,"I don’t mean to be the food police, but i just see too much suffering from obesity and diabetes to relate",mean food police see much suffering obesity diabetes relate
7775,obesity,"@BurpeesCure It's definitely added fat. See the thread. 

t.co/CVmYleNGsy

Effective anti-obesity drugs work on this pathway.",burpeescure definitely added fat see thread tcocvmylengsy effective antiobesity drug work pathway
7776,obesity,Not Cooked #Potato but French Fried that Elevates the Risk of #Obesity and Type 2 #diabetes t.co/0Lw54nHi8P,cooked potato french fried elevates risk obesity type diabetes tcolwnhip
7778,obesity,Giving up obesity in record time will start because of getting back ones health care utilising the selective information set loose from this video presentation t.co/ubbwNXSkA4,giving obesity record time start getting back one health care utilising selective information set loose video presentation tcoubbwnxska
7780,obesity,Great discussion on cardiovascular health and chronic disease with Heart surgeon Dr. Phil Ovadia t.co/zpaty38UcF @ifixhearts #chronicdisease #visceralfat #obesity #weightloss already looking forward to a sequel. Class podcast &amp; operation. Impressive content.,great discussion cardiovascular health chronic disease heart surgeon dr phil ovadia tcozpatyucf ifixhearts chronicdisease visceralfat obesity weightloss already looking forward sequel class podcast amp operation impressive content
7784,obesity,@gdsa006 of increasing obesity,gdsa increasing obesity
7786,obesity,#BodyHealth Melting away obesity promptly takes place because of mending some health and well being implementing the points stated available in this business site t.co/LZX20PRMFm t.co/zSdDWZTIWz,bodyhealth melting away obesity promptly take place mending health well implementing point stated available business site tcolzxprmfm tcozsddwztiwz
7788,obesity,"Why are so many of the people in otherwise nice mountain/ski/climber/biker towns dysgenic (presumably leftists)?

Small rural areas usually dysgenic too on the obesity front.

Maybe North America thing?

Has it gotten worse past 5 years or was I just not paying attention before?",many people otherwise nice mountainskiclimberbiker town dysgenic presumably leftist small rural area usually dysgenic obesity front maybe north america thing gotten worse past year paying attention
7793,obesity,"And PS, my mom’s struggle with obesity is long and sad, riddled with mental issues. And yet she has always taken full responsibility for the position she’s in now. I told her I wanted to vacay back to my birthplace in England and her first words to me were “time to lose weight.”",p mom struggle obesity long sad riddled mental issue yet always taken full responsibility position told wanted vacay back birthplace england first word time lose weight 
7798,obesity,#FatBurning #Workout Loads of adult men and women will most likely eliminate obesity almost instantly by just working with this excellent system t.co/iQWMLhyHig t.co/N6gssgk0NK,fatburning workout load adult men woman likely eliminate obesity almost instantly working excellent system tcoiqwmlhyhig tcongssgknk
7800,obesity,"@pvmarquez1956 @andresvecino @JoseA_Ocampo @petrogustavo @MinHacienda @andinomom @JeremyVeillard @drkellyhenning @WBG_Health This is what I’d call an over generalization. 
Surely sugary drinks -&gt; obesity but evidence on taxes -&gt; obesity is slim (sorry the pun).",pvmarquez andresvecino joseaocampo petrogustavo minhacienda andinomom jeremyveillard drkellyhenning wbghealth call generalization surely sugary drink gt obesity evidence tax gt obesity slim sorry pun
7804,obesity,"Anyone that claims they are worried about climate change but
ignores the clear impact that the overconsumption that leads to obesity as well as being obese in general has on carbon emissions is clearly not actually worried at all about the climate.",anyone claim worried climate change ignores clear impact overconsumption lead obesity well obese general carbon emission clearly actually worried climate
7808,obesity,#pcos #TIMETOTALKABOUTIT #womenshealth #health #obesity #weightloss #pcosttc t.co/NCDW8lYdbo,pcos timetotalkaboutit womenshealth health obesity weightloss pcosttc tconcdwlydbo
7813,obesity,Does the risk for childhood obesity increase if a mom drinks coffee during pregnancy? Find out! t.co/3MO2qhzqXm,risk childhood obesity increase mom drink coffee pregnancy find tcomoqhzqxm
7824,obesity,Not Cooked #Potato but French Fried that Elevates the Risk of Obesity and Type 2 #diabetes t.co/MfcQR2FgR5,cooked potato french fried elevates risk obesity type diabetes tcomfcqrfgr
7827,obesity,#FitnessAddict #GymLife #AmazingBody You are risking ones health care if you are keeping obesity; check this distinguished page t.co/f5xgMJMBmi t.co/5Y9xle0otk,fitnessaddict gymlife amazingbody risking one health care keeping obesity check distinguished page tcofxgmjmbmi tcoyxleotk
7829,obesity,"@TravisWidmann @MatthewJDalby Like yes, you are correct taking poop pills will probably not have meaningful impact on obesity in a vacuum and I am glad it is now well documented, but I desperately want someone else to take the next step!",traviswidmann matthewjdalby like yes correct taking poop pill probably meaningful impact obesity vacuum glad well documented desperately want someone else take next step
7836,obesity,"1. Plates! Is it mom, wife, or girlfriends duty?! 
2. Kids or Husbands! Who dies first? And who’s quicker to replace?!
3. Dinner rolls/Appetizers! Tasty pre meal treat…..or road to obesity?! 

Rinse/Repeat.", plate mom wife girlfriend duty kid husband dy first quicker replace dinner rollsappetizers tasty pre meal treat road obesity rinserepeat
7842,obesity,Smorgasbord Health Column – Size Matters: The Sequel – #Morbid Obesity – #CandidaAlbicans – Eliminating Refined Sugars by Sally Cronin t.co/LUoUDl6G86,smorgasbord health column size matter sequel morbid obesity candidaalbicans eliminating refined sugar sally cronin tcoluoudlg
7843,obesity,"Patimokkha - In Thailand, this set of regulations is thought to partially explain, among other noncommunicable diseases (NCDs), an enormous uptick in obesity and hypertension among the monks. @Thitipong_Top @NLukkahatai @UOW_VC 
t.co/d3Yl6uzVfp",patimokkha thailand set regulation thought partially explain among noncommunicable disease ncds enormous uptick obesity hypertension among monk thitipongtop nlukkahatai uowvc tcodyluzvfp
7844,obesity,"You will see better capability, an enhanced body system plus along with scale down obesity in the event that you look at my scheme t.co/NEYn4xY55u",see better capability enhanced body system plus along scale obesity event look scheme tconeynxyu
7848,obesity,"@DanMunro @costplusdrugs @mcuban Life expectancy differences among countries is just one flawed measure of healthcare effectiveness (ignores pain, disability, different measures or neonatal mortality, guns, drugs, access to healthcare, obesity, suicide, &amp; much else).",danmunro costplusdrugs mcuban life expectancy difference among country one flawed measure healthcare effectiveness ignores pain disability different measure neonatal mortality gun drug access healthcare obesity suicide amp much else
7852,obesity,"Learning of food preferences: mechanisms and implications for obesity &amp; metabolic diseases

 t.co/sqZgsGMZWM",learning food preference mechanism implication obesity amp metabolic disease tcosqzgsgmzwm
7861,obesity,"@RLabuszewski Too much of anything is unhealthy. We have a serious obesity problem. Humans are evolving to be overweight slobs. Plus, average brain size has fallen 10,000 over 50,000 years. We're inactive and can't stop eating.",rlabuszewski much anything unhealthy serious obesity problem human evolving overweight slob plus average brain size fallen year inactive cant stop eating
7863,obesity,"@DiscoStew66 @ElieJarrougeMD According to the CIM theory of obesity, in China in the 1970s when the diet was 95% rice (GI= 66 compared to 63 for sucrose and 58 for pasta) everyone should have been massively obese. Yet obesity was 2%. This is a fun game. Now its your turn.",discostew eliejarrougemd according cim theory obesity china diet rice gi compared sucrose pasta everyone massively obese yet obesity fun game turn
7868,obesity,"Ever wondered about DOAC use in obesity? Learn more on our next #TeachingTuesday courtesy of @FrancesNicole21, a PharmD Candidate at Nova Southeastern University. t.co/atGQyfflYc",ever wondered doac use obesity learn next teachingtuesday courtesy francesnicole pharmd candidate nova southeastern university tcoatgqyfflyc
7869,obesity,nikocado avocado looking back at the camera gagged after his friend said he had OBCD (obesity) instead of OCD reaction video t.co/eHeW43xBLR,nikocado avocado looking back camera gagged friend said obcd obesity instead ocd reaction video tcoehewxblr
7888,obesity,"@vanOnselenP @australian Obesity &amp; many other conditions are the inevitable result of a combination of processed foods, poor dietary education for doctors &amp; a health industry focused on treating instead of preventing illness. My shortcut remedy for all of this: don’t eat anything that comes in a packet.",vanonselenp australian obesity amp many condition inevitable result combination processed food poor dietary education doctor amp health industry focused treating instead preventing illness shortcut remedy eat anything come packet
