,topic,tweet,tweet_tokenized
7313,soda obesity,"@geostylegeo They should probably stop making the sweetened version all together:they’re a heavy contributor to obesity and diabetes. But then again, adults should be free to make their own choices? I’ll admit, quitting soda was harder for me than quitting alcohol or tobacco.","['geostylegeo', 'they', 'should', 'probably', 'stop', 'making', 'the', 'sweetened', 'version', 'all', 'togetherthey', 're', 'a', 'heavy', 'contributor', 'to', 'obesity', 'and', 'diabetes', 'but', 'then', 'again', 'adults', 'should', 'be', 'free', 'to', 'make', 'their', 'own', 'choices', 'i', 'll', 'admit', 'quitting', 'soda', 'was', 'harder', 'for', 'me', 'than', 'quitting', 'alcohol', 'or', 'tobacco']"
7316,soda obesity,"Next best lever to pull is a Soda Tax

Soda is a liquid cigarette, and is driving our obesity epidemic 

Tax it Big","['next', 'best', 'lever', 'to', 'pull', 'is', 'a', 'soda', 'tax', 'soda', 'is', 'a', 'liquid', 'cigarette', 'and', 'is', 'driving', 'our', 'obesity', 'epidemic', 'tax', 'it', 'big']"
7317,soda obesity,"@patralekha2011 Corn is the main staple food in Mexico, we also consume wheat, rice and other cereals. This was the case for many decades, however the increase in obesity is parallel to the rise in soda, added sugars and ultraprocessed foods un the last years.","['patralekha', 'corn', 'is', 'the', 'main', 'staple', 'food', 'in', 'mexico', 'we', 'also', 'consume', 'wheat', 'rice', 'and', 'other', 'cereals', 'this', 'was', 'the', 'case', 'for', 'many', 'decades', 'however', 'the', 'increase', 'in', 'obesity', 'is', 'parallel', 'to', 'the', 'rise', 'in', 'soda', 'added', 'sugars', 'and', 'ultraprocessed', 'foods', 'un', 'the', 'last', 'years']"
7326,soda obesity,"„Sweetened drinks are the single largest source of added sugar in Americans’ diets. Multiple studies have linked them to diabetes, obesity, cancer and heart problems. 
In some Black and Latino neighbourhoods, it can be cheaper to buy soda than milk.“","['', 'sweetened', 'drinks', 'are', 'the', 'single', 'largest', 'source', 'of', 'added', 'sugar', 'in', 'americans', 'diets', 'multiple', 'studies', 'have', 'linked', 'them', 'to', 'diabetes', 'obesity', 'cancer', 'and', 'heart', 'problems', 'in', 'some', 'black', 'and', 'latino', 'neighbourhoods', 'it', 'can', 'be', 'cheaper', 'to', 'buy', 'soda', 'than', 'milk', '']"
7327,soda obesity,TW :  Deciphering Latent Health Information in Social Media Using a Mixed-Methods Design: ...—active—fitness T7 poor—diabetes—dental—warning soda—consumption—health T27 obesity—pokemon—childhood epidemic—america—pokemongo walking T16… t.co/tow4ucnAVR t.co/YoZ5578Oqr,"['tw', 'deciphering', 'latent', 'health', 'information', 'in', 'social', 'media', 'using', 'a', 'mixedmethods', 'design', 'active', 'fitness', 't', 'poor', 'diabetes', 'dental', 'warning', 'soda', 'consumption', 'health', 't', 'obesity', 'pokemon', 'childhood', 'epidemic', 'america', 'pokemongo', 'walking', 't', 'tcotowucnavr', 'tcoyozoqr']"
7328,soda obesity,@moona_sunita Observations have found that using artificial sweeteners &amp; drinking high amounts of diet soda is associated with ⬆️ risk of obesity &amp; #metabolicsyndrome. They increase appetite-stimulate hunger hormones-alter sweet taste receptors-trigger dopamine responses in brain #obesity,"['moonasunita', 'observations', 'have', 'found', 'that', 'using', 'artificial', 'sweeteners', 'amp', 'drinking', 'high', 'amounts', 'of', 'diet', 'soda', 'is', 'associated', 'with', 'risk', 'of', 'obesity', 'amp', 'metabolicsyndrome', 'they', 'increase', 'appetitestimulate', 'hunger', 'hormonesalter', 'sweet', 'taste', 'receptorstrigger', 'dopamine', 'responses', 'in', 'brain', 'obesity']"
7341,soda obesity,"@coffee_anytime None. Soda is bad for humans. It is a key factor in the health problems of Americans. Look around you-- do you see all of those fat stomachs, fat butts, fat thighs and legs? Hello! Obesity is out of control and soda consumption plays a big part in that health problem. t.co/NmOopbQmPr","['coffeeanytime', 'none', 'soda', 'is', 'bad', 'for', 'humans', 'it', 'is', 'a', 'key', 'factor', 'in', 'the', 'health', 'problems', 'of', 'americans', 'look', 'around', 'you', 'do', 'you', 'see', 'all', 'of', 'those', 'fat', 'stomachs', 'fat', 'butts', 'fat', 'thighs', 'and', 'legs', 'hello', 'obesity', 'is', 'out', 'of', 'control', 'and', 'soda', 'consumption', 'plays', 'a', 'big', 'part', 'in', 'that', 'health', 'problem', 'tconmoopbqmpr']"
7347,soda obesity,"""In a striking dose-response relationship, increasing diet soda intake was associated with escalating abdominal obesity, a potential pathway for heightened cardiometabolic risk in this aging population.""

t.co/tJSecM637Y","['in', 'a', 'striking', 'doseresponse', 'relationship', 'increasing', 'diet', 'soda', 'intake', 'was', 'associated', 'with', 'escalating', 'abdominal', 'obesity', 'a', 'potential', 'pathway', 'for', 'heightened', 'cardiometabolic', 'risk', 'in', 'this', 'aging', 'population', 'tcotjsecmy']"
7348,soda obesity,"""Diet sugar-free carbonated soda beverage was associated with higher HbA1c and retinopathy, while non-caloric flavor consumption was associated with obesity.""

t.co/m7fKeyUSF9","['diet', 'sugarfree', 'carbonated', 'soda', 'beverage', 'was', 'associated', 'with', 'higher', 'hbac', 'and', 'retinopathy', 'while', 'noncaloric', 'flavor', 'consumption', 'was', 'associated', 'with', 'obesity', 'tcomfkeyusf']"
7350,soda obesity,"And more grist for the recalibration of @ATNIndex next iteration, and next sub-index… #rating #food #soda #influence #freedomofinfifmation #FOIA #nutrition #obesity #ESG","['and', 'more', 'grist', 'for', 'the', 'recalibration', 'of', 'atnindex', 'next', 'iteration', 'and', 'next', 'subindex', 'rating', 'food', 'soda', 'influence', 'freedomofinfifmation', 'foia', 'nutrition', 'obesity', 'esg']"
7354,soda obesity,@katieAL @CocaCola We’ve not had a soda of any brand in over 15 years ! Pure poison and one of the causes of the out of control Obesity epidemic in America!,"['katieal', 'cocacola', 'we', 've', 'not', 'had', 'a', 'soda', 'of', 'any', 'brand', 'in', 'over', 'years', 'pure', 'poison', 'and', 'one', 'of', 'the', 'causes', 'of', 'the', 'out', 'of', 'control', 'obesity', 'epidemic', 'in', 'america']"
7358,soda obesity,"Not only is drinking soda linked with obesity, stroke, cancer and all causes of death, but it is highly correlated with CAVITIES!
🦷🦷🦷
Try these refreshing drinks instead of your afternoon soda! t.co/Tk5OqiLmvQ","['not', 'only', 'is', 'drinking', 'soda', 'linked', 'with', 'obesity', 'stroke', 'cancer', 'and', 'all', 'causes', 'of', 'death', 'but', 'it', 'is', 'highly', 'correlated', 'with', 'cavities', 'try', 'these', 'refreshing', 'drinks', 'instead', 'of', 'your', 'afternoon', 'soda', 'tcotkoqilmvq']"
7360,soda obesity,"So according to Mr Kyle (industry expert on shaping product narratives for the business of obesity): 1) encouraging water consumption, 2) soda taxes, 3) warning labels &amp; 4) marketing regulations are NOT useful. (He assessed the evidence 🙄). Looks like #junkfood’s dream narrative t.co/ZEUc2kATwJ","['so', 'according', 'to', 'mr', 'kyle', 'industry', 'expert', 'on', 'shaping', 'product', 'narratives', 'for', 'the', 'business', 'of', 'obesity', 'encouraging', 'water', 'consumption', 'soda', 'taxes', 'warning', 'labels', 'amp', 'marketing', 'regulations', 'are', 'not', 'useful', 'he', 'assessed', 'the', 'evidence', 'looks', 'like', 'junkfood', 's', 'dream', 'narrative', 'tcozeuckatwj']"
7361,soda obesity,"@ConscienHealth So according to Mr Kyle (industry expert on shaping product narratives for the business of obesity): 1) encouraging water consumption, 2) soda taxes, 3) warning labels &amp; 4) marketing regulations are NOT useful. (He assessed the evidence 🙄). Looks like #junkfood’s dream narrative t.co/Cn7RPFRBTn","['conscienhealth', 'so', 'according', 'to', 'mr', 'kyle', 'industry', 'expert', 'on', 'shaping', 'product', 'narratives', 'for', 'the', 'business', 'of', 'obesity', 'encouraging', 'water', 'consumption', 'soda', 'taxes', 'warning', 'labels', 'amp', 'marketing', 'regulations', 'are', 'not', 'useful', 'he', 'assessed', 'the', 'evidence', 'looks', 'like', 'junkfood', 's', 'dream', 'narrative', 'tcocnrpfrbtn']"
7363,soda obesity,"every time you take a 300ml bottle of soda, you take in about 8 to 9 teaspoonfuls of sugar. is it worth risking it for obesity, diabetes, heart disease and dementia.","['every', 'time', 'you', 'take', 'a', 'ml', 'bottle', 'of', 'soda', 'you', 'take', 'in', 'about', 'to', 'teaspoonfuls', 'of', 'sugar', 'is', 'it', 'worth', 'risking', 'it', 'for', 'obesity', 'diabetes', 'heart', 'disease', 'and', 'dementia']"
7365,soda obesity,"#DidYouKnow that a 500ml soda has about 12 teaspoons of #sugar and a 330ml soda about 8 to 9? 

Soda is addictive and can increase your risk for obesity, diabetes, heart disease and dementia. 

How much sugar are you drinking? Is it worth it?
Use this information as you see fit. t.co/GGSC28Rq0y","['didyouknow', 'that', 'a', 'ml', 'soda', 'has', 'about', 'teaspoons', 'of', 'sugar', 'and', 'a', 'ml', 'soda', 'about', 'to', 'soda', 'is', 'addictive', 'and', 'can', 'increase', 'your', 'risk', 'for', 'obesity', 'diabetes', 'heart', 'disease', 'and', 'dementia', 'how', 'much', 'sugar', 'are', 'you', 'drinking', 'is', 'it', 'worth', 'it', 'use', 'this', 'information', 'as', 'you', 'see', 'fit', 'tcoggscrqy']"
7369,soda obesity,"@WamboiKuria Soda contains Caffeine &amp; Sugar that can be Addictive. Caffeine also triggers the release of the Feel-Good Hormone Dopamine in the brain, Making You Crave More of it.Regular Consumption of Coke Soda &amp; Other Soft Drinks can lead to HBP, Heart Disease, Diabetes, &amp; Obesity.","['wamboikuria', 'soda', 'contains', 'caffeine', 'amp', 'sugar', 'that', 'can', 'be', 'addictive', 'caffeine', 'also', 'triggers', 'the', 'release', 'of', 'the', 'feelgood', 'hormone', 'dopamine', 'in', 'the', 'brain', 'making', 'you', 'crave', 'more', 'of', 'itregular', 'consumption', 'of', 'coke', 'soda', 'amp', 'other', 'soft', 'drinks', 'can', 'lead', 'to', 'hbp', 'heart', 'disease', 'diabetes', 'amp', 'obesity']"
7370,soda obesity,@opheliamoding @ebeggin1 his main thing that he seems to hate more than anything else is obesity lol. I remember him spitballing some prohibition-esque regulations on candy and soda in grocery stores and all of his different types of followers were fighting in the replies,"['opheliamoding', 'ebeggin', 'his', 'main', 'thing', 'that', 'he', 'seems', 'to', 'hate', 'more', 'than', 'anything', 'else', 'is', 'obesity', 'lol', 'i', 'remember', 'him', 'spitballing', 'some', 'prohibitionesque', 'regulations', 'on', 'candy', 'and', 'soda', 'in', 'grocery', 'stores', 'and', 'all', 'of', 'his', 'different', 'types', 'of', 'followers', 'were', 'fighting', 'in', 'the', 'replies']"
7374,soda obesity,"إنظر كم تحتوي علبة من المياه الغازية العادية من السكر
See how much a can of soda contains sugar 
#سكر
#سمنة
#سكري
#diabetes
#sugar
#obesity t.co/QbbgZbErM6","['إنظر', 'كم', 'تحتوي', 'علبة', 'من', 'المياه', 'الغازية', 'العادية', 'من', 'السكر', 'see', 'how', 'much', 'a', 'can', 'of', 'soda', 'contains', 'sugar', 'سكر', 'سمنة', 'سكري', 'diabetes', 'sugar', 'obesity', 'tcoqbbgzberm']"
7376,soda obesity,Drinking sugar-sweetened beverages like soda &amp; energy drinks is linked to weight gain and obesity t.co/M1GQE4136I t.co/JBipeo7Kk6,"['drinking', 'sugarsweetened', 'beverages', 'like', 'soda', 'amp', 'energy', 'drinks', 'is', 'linked', 'to', 'weight', 'gain', 'and', 'obesity', 'tcomgqei', 'tcojbipeokk']"
7382,soda obesity,"Growing #OBESITY crisis in U.S. prompts CDC to expand BMI charts for severely overweight kids t.co/faqSwaiSbU  
DON'T FEED KIDS FAST FOOD (CHICK FIL-A, TACO BELL, BURGER KING), JUNK FOOD (SODA, CHEETOS, OREOS)
- LESS VIDEO GAMES &amp; TV TIME
+ MORE MOVEMENT! MORE VEGETABLES!","['growing', 'obesity', 'crisis', 'in', 'us', 'prompts', 'cdc', 'to', 'expand', 'bmi', 'charts', 'for', 'severely', 'overweight', 'kids', 'tcofaqswaisbu', 'dont', 'feed', 'kids', 'fast', 'food', 'chick', 'fila', 'taco', 'bell', 'burger', 'king', 'junk', 'food', 'soda', 'cheetos', 'oreos', 'less', 'video', 'games', 'amp', 'tv', 'time', 'more', 'movement', 'more', 'vegetables']"
7383,soda obesity,"@realedfletcher @el_tragon_de_LA …one of the major creators of obesity in the US. Mexican farmers opting for inexpensive crops like corn, the availability of fast food &amp; an over consumption of soda is the birth of diabetes in Mexico and consequently with many of us Mex/Americans…","['realedfletcher', 'eltragondela', 'one', 'of', 'the', 'major', 'creators', 'of', 'obesity', 'in', 'the', 'us', 'mexican', 'farmers', 'opting', 'for', 'inexpensive', 'crops', 'like', 'corn', 'the', 'availability', 'of', 'fast', 'food', 'amp', 'an', 'over', 'consumption', 'of', 'soda', 'is', 'the', 'birth', 'of', 'diabetes', 'in', 'mexico', 'and', 'consequently', 'with', 'many', 'of', 'us', 'mexamericans', '']"
7387,soda obesity,"@pancakeliberty Probably so…and obesity is everywhere.  Course, I haven’t had a soda in 10 years.  Thought of drinking one makes me want to puke.   I help bring that average down.","['pancakeliberty', 'probably', 'so', 'and', 'obesity', 'is', 'everywhere', 'course', 'i', 'haven', 't', 'had', 'a', 'soda', 'in', 'years', 'thought', 'of', 'drinking', 'one', 'makes', 'me', 'want', 'to', 'puke', 'i', 'help', 'bring', 'that', 'average', 'down']"
7388,soda obesity,"@elonmusk @hodgetwins @sciam I was alive when an African-American Dem leader was so worried about obesity he sided with taxation on soda, which affected mostly low income minorities t.co/Scdtch2g0R","['elonmusk', 'hodgetwins', 'sciam', 'i', 'was', 'alive', 'when', 'an', 'africanamerican', 'dem', 'leader', 'was', 'so', 'worried', 'about', 'obesity', 'he', 'sided', 'with', 'taxation', 'on', 'soda', 'which', 'affected', 'mostly', 'low', 'income', 'minorities', 'tcoscdtchgr']"
7389,soda obesity,"A new study suggests that consuming too much ultra-processed food — including chips, hot dogs, ice cream and soda — can have consequences beyond obesity and high cholesterol. Learn more here: t.co/d8dDLqCjUE 

#UnhealthyFoods #Artificial #Foods","['a', 'new', 'study', 'suggests', 'that', 'consuming', 'too', 'much', 'ultraprocessed', 'food', 'including', 'chips', 'hot', 'dogs', 'ice', 'cream', 'and', 'soda', 'can', 'have', 'consequences', 'beyond', 'obesity', 'and', 'high', 'cholesterol', 'learn', 'more', 'here', 'tcodddlqcjue', 'unhealthyfoods', 'artificial', 'foods']"
7393,soda obesity,@SBakerMD @strummaster42 I frequently tell people about the perils of eating and drinking habits that lead to obesity and the myriad of illnesses that come with it. I also wish people would understand how horrible it is to drink 🥤 soda.,"['sbakermd', 'strummaster', 'i', 'frequently', 'tell', 'people', 'about', 'the', 'perils', 'of', 'eating', 'and', 'drinking', 'habits', 'that', 'lead', 'to', 'obesity', 'and', 'the', 'myriad', 'of', 'illnesses', 'that', 'come', 'with', 'it', 'i', 'also', 'wish', 'people', 'would', 'understand', 'how', 'horrible', 'it', 'is', 'to', 'drink', 'soda']"
7395,soda obesity,@soicfinance All garbage for your health. Both soda 🥤 and fast food. #diabetes #obesity,"['soicfinance', 'all', 'garbage', 'for', 'your', 'health', 'both', 'soda', 'and', 'fast', 'food', 'diabetes', 'obesity']"
7403,soda obesity,"@calleymeans @ChefGruel I’m conflicted:

I’m all for people making their own choices, but the damage that soda has done to our country’s obesity pandemic… Should beverages with processed sugar be banned?  Especially at schools?

Even tho we can’t even ban artificial sweeteners other countries banned.🤷‍♂️","['calleymeans', 'chefgruel', 'i', 'm', 'conflicted', 'i', 'm', 'all', 'for', 'people', 'making', 'their', 'own', 'choices', 'but', 'the', 'damage', 'that', 'soda', 'has', 'done', 'to', 'our', 'country', 's', 'obesity', 'pandemic', 'should', 'beverages', 'with', 'processed', 'sugar', 'be', 'banned', 'especially', 'at', 'schools', 'even', 'tho', 'we', 'can', 't', 'even', 'ban', 'artificial', 'sweeteners', 'other', 'countries', 'banned', '']"
7409,soda obesity,"Famous activist investor says Coke and Pepsi have caused more harm to global health than probably any other company. 

I’ve spent years reporting on soda, obesity and Coke’s corruption of public health research. See here:

t.co/xaxlYZon4v","['famous', 'activist', 'investor', 'says', 'coke', 'and', 'pepsi', 'have', 'caused', 'more', 'harm', 'to', 'global', 'health', 'than', 'probably', 'any', 'other', 'company', 'i', 've', 'spent', 'years', 'reporting', 'on', 'soda', 'obesity', 'and', 'coke', 's', 'corruption', 'of', 'public', 'health', 'research', 'see', 'here', 'tcoxaxlyzonv']"
